Unnamed: 0,Name,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third,Current_Age
3714,Toyota Innova 2.5 V Diesel 7-seater,2007,127079,12.8,2494.0,102.0,7.0,11.48,6.99,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16
3715,Mahindra Quanto C8,2014,58816,17.21,1493.0,100.0,7.0,11.48,3.45,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9
3716,Honda City i VTEC V,2015,63818,17.4,1497.0,117.3,5.0,11.48,6.57,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8
3717,Audi A4 2.0 TDI 177 Bhp Premium Plus,2014,40000,17.11,1968.0,174.33,5.0,11.48,17.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
3718,Volkswagen Polo Diesel Comfortline 1.2L,2013,77445,22.07,1199.0,73.9,5.0,11.48,3.75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10
3719,Ford EcoSport 1.5 Petrol Titanium Plus AT,2017,14000,14.8,1497.0,121.36,5.0,13.23,9.99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
3720,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2012,85122,12.99,2494.0,100.0,7.0,11.48,8.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11
3721,Honda City 1.5 EXI,2005,123000,13.0,1493.0,100.0,5.0,11.48,1.1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,18
3723,Maruti Alto 800 2016-2019 LXI Optional,2015,63714,24.7,796.0,47.3,5.0,11.48,2.45,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8
3724,Mercedes-Benz M-Class ML 320 CDI,2009,53000,8.7,2987.0,224.34,5.0,11.48,13.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14
3725,Maruti Swift Dzire LDI,2017,60000,26.59,1248.0,74.0,5.0,11.48,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6
3726,Maruti Vitara Brezza ZDi Plus Dual Tone,2017,33000,24.3,1248.0,88.5,5.0,11.06,9.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3727,Volvo S60 D5 Summum,2013,31000,13.2,2400.0,215.0,5.0,11.48,17.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10
3728,Toyota Fortuner 4x2 AT,2014,79000,12.55,2982.0,168.5,7.0,11.48,18.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9
3729,Hyundai i20 Sportz Option Diesel,2013,67914,23.0,1396.0,90.0,5.0,11.48,3.45,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10
3730,Audi A4 35 TDI Premium,2015,58970,17.11,1968.0,174.33,5.0,11.48,23.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
3731,Nissan Terrano XV D Pre,2013,60000,19.64,1461.0,108.5,5.0,17.21,5.45,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,10
3732,Maruti Celerio ZXI AMT,2017,35225,23.1,998.0,67.04,5.0,6.56,5.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
3734,Hyundai i10 Sportz AT,2012,62282,16.95,1197.0,78.9,5.0,11.48,2.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
3735,BMW 3 Series 320d,2010,80000,22.69,1995.0,190.0,5.0,47.2,14.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13
3736,Hyundai Grand i10 Sportz,2018,43698,18.9,1197.0,82.0,5.0,11.48,5.8,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5
3737,Hyundai Grand i10 Asta Option AT,2017,28052,18.9,1197.0,82.0,5.0,11.48,7.22,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
3738,Hyundai Grand i10 1.2 Kappa Sportz,2016,29091,18.9,1197.0,81.86,5.0,6.82,4.87,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7
3739,Volkswagen Polo 1.2 MPI Comfortline,2013,63000,16.47,1198.0,74.0,5.0,11.48,3.3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10
3740,Honda City ZX EXi,2007,91000,17.7,1497.0,78.0,5.0,11.48,3.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,16
3741,Mercedes-Benz GLA Class 200 CDI,2014,30000,17.9,2143.0,136.0,5.0,11.48,26.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9
3742,Maruti Omni 8 Seater BSIV,2017,24571,14.0,796.0,35.0,5.0,11.48,2.9,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6
3743,Hyundai Verna 1.6 SX VTVT AT,2014,45000,15.74,1591.0,121.3,5.0,11.48,7.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
3744,Maruti Alto 800 LXI,2015,24617,22.74,796.0,47.3,5.0,11.48,2.36,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8
3745,Maruti Vitara Brezza ZDi Plus Dual Tone,2017,26927,24.3,1248.0,88.5,5.0,12.56,11.39,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6
3746,Mahindra XUV500 W8 2WD,2013,87736,15.1,2179.0,140.0,7.0,11.48,7.02,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10
3747,Maruti Vitara Brezza ZDi,2016,35299,24.3,1248.0,88.5,5.0,10.14,8.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7
3748,Hyundai i20 1.2 Spotz,2017,51612,18.6,1197.0,81.83,5.0,11.48,7.11,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6
3749,Mercedes-Benz E-Class 250 D W 210,1998,55300,10.0,1796.0,157.7,5.0,11.48,3.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25
3750,Maruti Alto LXi,2009,65090,19.7,796.0,46.3,5.0,11.48,2.15,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,14
3751,Honda Amaze S i-Vtech,2013,40000,18.0,1198.0,86.7,5.0,11.48,3.25,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10
3752,Land Rover Range Rover Sport HSE,2015,38467,12.65,2993.0,255.0,5.0,1.6,70.66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8
3753,Hyundai Grand i10 CRDi Magna,2013,71904,24.0,1120.0,70.0,5.0,11.48,4.61,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10
3754,Honda Civic 2006-2010 1.8 S MT,2008,87000,13.5,1799.0,130.0,5.0,11.48,2.35,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15
3755,Hyundai Grand i10 CRDi Magna,2014,33000,24.0,1120.0,70.0,5.0,11.48,4.05,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,9
3756,Maruti 800 AC Uniq,2009,22100,16.1,796.0,37.0,4.0,11.48,0.8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,14
3757,Toyota Etios Liva Diesel,2014,59589,23.59,1364.0,67.1,5.0,11.48,5.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9
3758,Hyundai i20 Magna 1.4 CRDi,2015,44000,22.54,1396.0,88.73,5.0,11.48,5.35,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8
3759,Maruti Alto K10 VXI,2017,12000,24.07,998.0,67.1,5.0,4.82,3.25,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6
3760,BMW X1 sDrive20d,2012,66000,17.05,1995.0,184.0,5.0,11.48,11.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11
3761,Maruti Celerio VXI AT,2016,38009,23.1,998.0,67.04,5.0,11.48,4.25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
3762,Skoda Superb Elegance 1.8 TSI AT,2009,35000,13.7,1798.0,157.75,5.0,11.48,4.45,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,14
3763,Mahindra Xylo E4,2009,70000,14.0,2498.0,112.0,7.0,11.48,2.85,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14
3764,Mahindra XUV500 W8 2WD,2014,86000,15.1,2179.0,140.0,7.0,11.48,7.85,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9
3765,Maruti Swift Dzire VXI,2016,32000,19.1,1197.0,85.8,5.0,11.48,5.3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7
3766,Ford Ecosport 1.0 Ecoboost Platinum Edition,2017,15000,18.88,999.0,123.24,5.0,11.48,8.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6
3767,Toyota Corolla Altis Diesel D4DG,2014,69918,21.43,1364.0,87.2,5.0,11.48,9.43,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9
3768,Hyundai i20 2015-2017 1.2 Magna,2012,39000,18.5,1197.0,80.0,5.0,11.48,2.75,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11
3769,Renault Captur 1.5 Diesel Platine Mono,2018,1011,20.37,1461.0,108.45,5.0,11.48,13.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5
3770,Mercedes-Benz E-Class 280 CDI,2009,85000,11.0,2987.0,198.5,5.0,11.48,9.99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14
3771,Maruti Baleno RS 1.0 Petrol,2017,46663,21.1,998.0,100.0,5.0,11.48,6.95,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6
3772,Nissan Sunny 2011-2014 XL AT Special Edition,2015,27000,17.97,1498.0,99.6,5.0,11.48,6.75,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
3773,Hyundai Grand i10 AT Asta,2015,15000,18.9,1197.0,82.0,5.0,11.48,5.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
3774,Maruti Ciaz Zeta,2018,10575,21.56,1462.0,103.25,5.0,11.11,9.18,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5
3775,Hyundai Xcent 1.2 Kappa S,2014,12500,19.1,1197.0,82.0,5.0,11.48,4.15,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9
3776,Hyundai Verna 1.6 SX CRDi (O),2012,52000,22.32,1582.0,126.32,5.0,11.48,6.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3777,Maruti Wagon R VXI 1.2,2015,49818,21.5,1197.0,81.8,5.0,5.44,4.11,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8
3778,Hyundai Verna CRDi,2008,90000,16.8,1493.0,110.0,5.0,11.48,2.25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,15
3779,Toyota Etios Liva G,2015,52207,17.71,1197.0,78.9,5.0,11.48,4.56,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8
3780,Mahindra Xylo E4 ABS BS III,2013,167362,11.68,2498.0,112.0,7.0,11.48,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10
3781,Toyota Etios Liva GD,2015,49894,23.59,1364.0,67.06,5.0,11.48,5.27,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8
3782,Mahindra Thar DI 4X4,2019,13024,18.06,2523.0,63.0,7.0,11.48,9.11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4
3783,Nissan X-Trail SLX MT,2010,128000,14.42,1995.0,147.6,5.0,11.48,6.2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,13
3784,Toyota Innova Crysta 2.8 ZX AT,2017,26023,11.36,2755.0,171.5,7.0,26.55,19.97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
3785,Hyundai Creta 1.4 CRDi S,2016,42784,21.38,1396.0,88.7,5.0,11.48,10.17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7
3786,Maruti Swift VDI,2014,115000,28.4,1248.0,74.0,5.0,8.26,4.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9
3787,Hyundai Verna 1.6 CRDI SX Option,2019,30529,23.9,1582.0,126.2,5.0,11.48,14.28,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4
3788,Maruti Alto LXi BSIII,2012,14814,19.7,796.0,46.3,5.0,11.48,2.47,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,11
3789,Maruti S Cross DDiS 200 Alpha,2016,58000,23.65,1248.0,88.5,5.0,11.48,7.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3790,Hyundai EON Era,2011,68128,21.1,814.0,55.2,5.0,11.48,2.3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12
3791,Nissan Terrano XL,2013,63220,13.24,1598.0,102.5,5.0,11.48,6.5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10
3792,Hyundai EON Era,2016,30000,21.1,814.0,55.2,5.0,11.48,3.25,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
3793,Tata Zest Quadrajet 1.3 XT,2017,27768,20.65,1248.0,88.7,5.0,10.06,5.85,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6
3794,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,2014,53000,14.21,2143.0,203.0,5.0,11.48,29.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9
3795,Audi Q5 2.0 TDI Premium Plus,2014,87652,14.16,1968.0,174.3,5.0,11.48,25.71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9
3796,Ford Fiesta 1.6 ZXi Leather,2008,94873,15.3,1596.0,101.0,5.0,11.48,1.85,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,15
3797,BMW 3 Series 320d Prestige,2015,56000,18.88,1995.0,184.0,5.0,11.48,22.75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
3798,Maruti Baleno RS 1.0 Petrol,2018,18678,21.1,998.0,100.0,5.0,11.48,8.32,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5
3799,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,2014,30000,14.21,2143.0,203.0,5.0,11.48,26.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9
3801,Hyundai i10 Sportz 1.2,2013,59000,20.36,1197.0,78.9,5.0,11.48,3.45,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10
3802,Hyundai Grand i10 Asta Option,2017,13000,18.9,1197.0,82.0,5.0,11.48,5.15,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6
3803,Honda Brio S MT,2014,74325,19.4,1198.0,86.8,5.0,11.48,3.51,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9
3804,Hyundai i20 Magna 1.4 CRDi (Diesel),2015,45000,21.9,1396.0,88.76,5.0,11.48,3.45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8
3805,Volkswagen Polo Petrol Highline 1.2L,2013,57000,16.47,1198.0,73.9,5.0,11.48,3.75,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10
3806,Honda City 1.5 EXI,2001,125943,13.0,1493.0,100.0,5.0,11.48,1.45,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,22
3807,Skoda Octavia Ambiente 1.9 TDI,2008,80000,18.7,1896.0,66.0,5.0,11.48,2.2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15
3808,Ford Endeavour 2.5L 4X2,2010,154000,13.1,2499.0,141.0,7.0,11.48,7.99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13
3809,Chevrolet Cruze LTZ,2013,62000,18.3,1991.0,147.9,5.0,11.48,6.75,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,10
3810,Honda CR-V AT With Sun Roof,2013,27000,14.0,1631.552572706935,113.80314403717087,5.0,11.48,11.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10
3811,Honda Mobilio V i DTEC,2014,45000,24.2,1498.0,98.6,7.0,11.48,5.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9
3812,Maruti Ertiga VDI,2012,105000,20.77,1248.0,88.76,7.0,11.48,5.9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,11
3813,Hyundai Grand i10 Sportz,2013,26000,18.9,1197.0,82.0,5.0,11.48,3.75,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10
3814,Jaguar XF 3.0 Litre S Premium Luxury,2014,30900,14.74,2993.0,270.9,5.0,11.48,29.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9
3815,Honda Amaze VX i-Vtech,2014,48000,18.0,1198.0,86.7,5.0,11.48,4.75,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9
3816,Audi A6 2.7 TDI,2011,112719,12.4,2698.0,179.5,5.0,11.48,11.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12
3817,Hyundai i20 1.2 Spotz,2017,5000,18.6,1197.0,81.83,5.0,11.48,6.95,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6
3818,Volkswagen Ameo 1.2 MPI Highline Plus 16,2016,16000,17.0,1198.0,73.75,5.0,11.48,5.4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7
3819,Renault Fluence 2.0,2011,63000,13.4,1997.0,135.1,5.0,11.48,4.75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12
3820,Maruti Alto K10 VXI,2011,28300,24.07,998.0,67.1,5.0,4.5,2.15,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12
3821,Maruti Alto Std,2005,49000,19.7,796.0,46.3,5.0,11.48,0.9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,18
3822,Maruti Wagon R VXI BS IV,2016,12501,20.51,998.0,67.04,5.0,11.48,3.5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
3823,Fiat Linea 1.3 Emotion,2016,56628,20.4,1248.0,92.0,5.0,11.48,5.85,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7
3824,Maruti Swift Dzire Vdi BSIV,2010,105000,19.3,1248.0,73.9,5.0,11.48,3.15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13
3825,Renault Scala Diesel RxL,2016,52126,21.64,1461.0,84.8,5.0,11.48,6.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7
3826,Hyundai i20 Magna,2010,38000,18.5,1197.0,80.0,5.0,11.48,2.23,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13
3827,Hyundai Xcent 1.2 Kappa SX Option,2016,50000,19.1,1197.0,82.0,5.0,11.48,2.5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7
3828,Maruti Wagon R LXI,2015,50230,18.9,998.0,67.1,5.0,11.48,3.87,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8
3829,Mahindra XUV500 W8 2WD,2014,31000,15.1,2179.0,140.0,7.0,11.48,9.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3830,Toyota Fortuner 4x2 AT,2014,79000,12.55,2982.0,168.5,7.0,11.48,17.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9
3831,Renault Duster 110PS Diesel RxZ Plus,2012,130000,19.64,1461.0,108.45,5.0,11.48,3.75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11
3832,Hyundai Santro Xing GLS,2010,115000,17.92,1086.0,62.1,5.0,11.48,1.5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,13
3833,Hyundai Verna 1.6 SX VTVT,2013,41500,17.01,1591.0,121.3,5.0,11.48,5.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,10
3834,BMW X1 sDrive 20d Exclusive,2014,54385,15.06,1995.0,177.0,5.0,11.48,17.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9
3835,Honda Civic 2006-2010 1.8 V AT,2011,56361,12.9,1799.0,130.0,5.0,11.48,4.38,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12
3836,Audi A6 35 TFSI Matrix,2018,22000,15.26,1798.0,187.74,5.0,56.97,41.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
3837,Maruti Wagon R LXI BS IV,2017,8000,20.51,998.0,67.04,5.0,11.48,3.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6
3838,Maruti Vitara Brezza ZDi Plus Dual Tone,2018,28741,24.3,1248.0,88.5,5.0,12.56,11.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5
3839,Land Rover Discovery 3 TDV6 Diesel Automatic,2012,117236,11.8,2720.0,190.0,7.0,11.48,14.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11
3840,Maruti Dzire New,2016,30500,26.59,1248.0,74.0,5.0,11.48,7.65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
3841,Hyundai Verna VTVT 1.6 SX,2018,5000,17.0,1591.0,121.3,5.0,11.19,8.7,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5
3842,Maruti Ertiga ZDI Plus,2016,42000,25.47,1248.0,88.5,7.0,13.33,9.9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
3843,Hyundai Accent GLE,2010,32773,13.2,1495.0,94.0,5.0,11.48,2.05,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13
3844,Hyundai i20 1.2 Sportz,2016,19008,17.0,1197.0,80.0,5.0,11.48,5.25,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
3845,Hyundai Verna VTVT 1.6 SX,2012,32542,17.0,1591.0,121.3,5.0,11.67,5.77,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11
3846,Maruti Alto LX,2010,94753,19.7,796.0,46.3,5.0,11.48,1.95,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13
3847,Mahindra Scorpio VLX,2011,70000,12.05,2179.0,120.0,8.0,11.48,7.45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12
3848,Maruti Wagon R LXI,2012,68347,18.9,998.0,67.1,5.0,11.48,2.6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11
3849,Hyundai i20 1.2 Sportz,2011,72000,17.0,1197.0,80.0,5.0,11.48,3.25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12
3850,Maruti Ritz VDi,2010,75014,21.1,1248.0,73.9,5.0,11.48,3.85,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13
3851,Renault Koleos 2.0 Diesel,2013,65000,13.73,1995.0,148.0,5.0,11.48,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10
3852,BMW 3 Series 320d,2012,55598,22.69,1995.0,190.0,5.0,47.87,11.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11
3853,Honda Brio V MT,2013,50000,19.4,1198.0,86.8,5.0,11.48,3.25,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10
3854,Hyundai Sonata GOLD,2003,44200,11.7,1997.0,134.0,5.0,11.48,1.5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,20
3855,Maruti Swift Dzire VDi,2014,65000,19.3,1248.0,73.9,5.0,11.48,5.31,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9
3856,Mahindra XUV500 W8 4WD,2013,49000,16.0,2179.0,140.0,7.0,11.48,9.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10
3857,Hyundai i10 Sportz 1.1L,2016,7200,19.81,1086.0,68.05,5.0,11.48,3.59,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
3858,Maruti Ciaz ZXi Plus,2016,43152,20.73,1373.0,91.1,5.0,11.48,7.35,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7
3859,Toyota Innova 2.5 V Diesel 8-seater,2013,112000,12.8,2494.0,102.0,8.0,11.48,12.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10
3860,Hyundai Grand i10 Sportz,2017,23540,18.9,1197.0,82.0,5.0,11.48,6.02,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6
3861,Chevrolet Optra Magnum 2.0 LS BSIII,2008,82160,16.52,1991.0,123.7,5.0,11.48,2.57,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15
3862,Mahindra Ssangyong Rexton RX5,2013,57000,12.83,2696.0,162.0,7.0,11.48,12.45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10
3863,Mahindra XUV500 W8 2WD,2015,39335,15.1,2179.0,140.0,7.0,11.48,12.63,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8
3864,Honda City i VTEC SV,2014,62000,17.4,1497.0,117.3,5.0,11.48,7.75,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,9
3865,Ford Ecosport 1.5 DV5 MT Titanium,2014,60000,22.7,1498.0,89.84,5.0,11.48,5.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9
3866,Hyundai i20 Sportz 1.2,2015,35000,18.6,1197.0,81.83,5.0,11.48,4.43,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8
3867,Mercedes-Benz CLA 200 CDI Sport,2016,32345,17.9,2143.0,136.0,5.0,11.48,24.51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
3868,Hyundai EON Magna,2014,47000,22.0,814.0,55.0,5.0,11.48,2.65,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3870,Toyota Etios G Safety,2011,36000,17.6,1496.0,88.7,5.0,11.48,3.2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12
3871,Maruti Swift Dzire Tour LDI,2016,75000,23.4,1248.0,74.0,5.0,11.48,4.25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7
3872,Maruti Alto LXi,2008,38000,19.7,796.0,46.3,5.0,11.48,1.1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15
3873,Maruti Celerio ZXI,2015,57818,23.1,998.0,67.04,5.0,11.48,4.3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8
3874,Ford Ecosport 1.5 DV5 MT Titanium Optional,2015,45000,22.7,1498.0,89.84,5.0,11.48,8.9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8
3875,Nissan Terrano XV 110 PS Limited Edition,2015,75055,19.01,1461.0,108.5,5.0,11.48,6.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8
3876,Honda Accord VTi-L AT,2009,65462,11.1,2354.0,142.0,5.0,11.48,3.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14
3877,Maruti Swift Ldi BSIII,2008,76206,17.8,1248.0,75.0,5.0,11.48,4.25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15
3878,Mahindra XUV500 AT W10 FWD,2018,25948,16.0,2179.0,140.0,7.0,11.48,16.46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
